audio_name,first_scene,second_scene
ATMs_2_113.wav,Banks and Financial Institutions,ATMs
ATMs_2_114.wav,Banks and Financial Institutions,ATMs
ATMs_2_115.wav,Banks and Financial Institutions,ATMs
ATMs_2_116.wav,Banks and Financial Institutions,ATMs
ATMs_2_117.wav,Banks and Financial Institutions,ATMs
ATMs_2_118.wav,Banks and Financial Institutions,ATMs
ATMs_2_119.wav,Banks and Financial Institutions,ATMs
ATMs_2_120.wav,Banks and Financial Institutions,ATMs
ATMs_2_121.wav,Banks and Financial Institutions,ATMs
ATMs_2_122.wav,Banks and Financial Institutions,ATMs
ATMs_2_123.wav,Banks and Financial Institutions,ATMs
ATMs_2_124.wav,Banks and Financial Institutions,ATMs
ATMs_2_125.wav,Banks and Financial Institutions,ATMs
ATMs_2_126.wav,Banks and Financial Institutions,ATMs
ATMs_2_127.wav,Banks and Financial Institutions,ATMs
ATMs_2_128.wav,Banks and Financial Institutions,ATMs
ATMs_2_129.wav,Banks and Financial Institutions,ATMs
ATMs_2_130.wav,Banks and Financial Institutions,ATMs
ATMs_2_131.wav,Banks and Financial Institutions,ATMs
ATMs_2_132.wav,Banks and Financial Institutions,ATMs
ATMs_2_133.wav,Banks and Financial Institutions,ATMs
ATMs_2_134.wav,Banks and Financial Institutions,ATMs
ATMs_2_135.wav,Banks and Financial Institutions,ATMs
ATMs_2_136.wav,Banks and Financial Institutions,ATMs
ATMs_2_137.wav,Banks and Financial Institutions,ATMs
ATMs_2_138.wav,Banks and Financial Institutions,ATMs
ATMs_2_139.wav,Banks and Financial Institutions,ATMs
ATMs_2_140.wav,Banks and Financial Institutions,ATMs
ATMs_2_141.wav,Banks and Financial Institutions,ATMs
ATMs_2_142.wav,Banks and Financial Institutions,ATMs
ATMs_2_143.wav,Banks and Financial Institutions,ATMs
ATMs_2_144.wav,Banks and Financial Institutions,ATMs
ATMs_2_145.wav,Banks and Financial Institutions,ATMs
ATMs_2_146.wav,Banks and Financial Institutions,ATMs
ATMs_2_147.wav,Banks and Financial Institutions,ATMs
ATMs_2_148.wav,Banks and Financial Institutions,ATMs
ATMs_2_149.wav,Banks and Financial Institutions,ATMs
ATMs_2_150.wav,Banks and Financial Institutions,ATMs
ATMs_2_151.wav,Banks and Financial Institutions,ATMs
ATMs_2_152.wav,Banks and Financial Institutions,ATMs
ATMs_2_153.wav,Banks and Financial Institutions,ATMs
ATMs_2_154.wav,Banks and Financial Institutions,ATMs
ATMs_2_155.wav,Banks and Financial Institutions,ATMs
ATMs_2_156.wav,Banks and Financial Institutions,ATMs
ATMs_2_157.wav,Banks and Financial Institutions,ATMs
ATMs_2_158.wav,Banks and Financial Institutions,ATMs
ATMs_2_159.wav,Banks and Financial Institutions,ATMs
ATMs_2_160.wav,Banks and Financial Institutions,ATMs
ATMs_2_161.wav,Banks and Financial Institutions,ATMs
ATMs_2_162.wav,Banks and Financial Institutions,ATMs
ATMs_2_163.wav,Banks and Financial Institutions,ATMs
ATMs_2_164.wav,Banks and Financial Institutions,ATMs
ATMs_2_165.wav,Banks and Financial Institutions,ATMs
ATMs_2_166.wav,Banks and Financial Institutions,ATMs
ATMs_2_167.wav,Banks and Financial Institutions,ATMs
ATMs_2_168.wav,Banks and Financial Institutions,ATMs
ATMs_2_169.wav,Banks and Financial Institutions,ATMs
ATMs_2_170.wav,Banks and Financial Institutions,ATMs
ATMs_2_171.wav,Banks and Financial Institutions,ATMs
ATMs_2_172.wav,Banks and Financial Institutions,ATMs
ATMs_2_173.wav,Banks and Financial Institutions,ATMs
ATMs_2_174.wav,Banks and Financial Institutions,ATMs
ATMs_2_175.wav,Banks and Financial Institutions,ATMs
ATMs_2_176.wav,Banks and Financial Institutions,ATMs
ATMs_2_177.wav,Banks and Financial Institutions,ATMs
ATMs_2_178.wav,Banks and Financial Institutions,ATMs
ATMs_2_179.wav,Banks and Financial Institutions,ATMs
ATMs_2_180.wav,Banks and Financial Institutions,ATMs
ATMs_2_181.wav,Banks and Financial Institutions,ATMs
ATMs_2_182.wav,Banks and Financial Institutions,ATMs
ATMs_2_183.wav,Banks and Financial Institutions,ATMs
ATMs_2_184.wav,Banks and Financial Institutions,ATMs
ATMs_2_185.wav,Banks and Financial Institutions,ATMs
ATMs_2_186.wav,Banks and Financial Institutions,ATMs
ATMs_2_187.wav,Banks and Financial Institutions,ATMs
ATMs_2_188.wav,Banks and Financial Institutions,ATMs
ATMs_2_189.wav,Banks and Financial Institutions,ATMs
ATMs_2_190.wav,Banks and Financial Institutions,ATMs
ATMs_2_191.wav,Banks and Financial Institutions,ATMs
ATMs_2_192.wav,Banks and Financial Institutions,ATMs
ATMs_2_193.wav,Banks and Financial Institutions,ATMs
ATMs_2_194.wav,Banks and Financial Institutions,ATMs
ATMs_2_195.wav,Banks and Financial Institutions,ATMs
ATMs_2_196.wav,Banks and Financial Institutions,ATMs
ATMs_2_197.wav,Banks and Financial Institutions,ATMs
ATMs_2_198.wav,Banks and Financial Institutions,ATMs
ATMs_2_199.wav,Banks and Financial Institutions,ATMs
ATMs_2_200.wav,Banks and Financial Institutions,ATMs
ATMs_2_201.wav,Banks and Financial Institutions,ATMs
ATMs_2_202.wav,Banks and Financial Institutions,ATMs
ATMs_2_203.wav,Banks and Financial Institutions,ATMs
ATMs_2_204.wav,Banks and Financial Institutions,ATMs
ATMs_2_205.wav,Banks and Financial Institutions,ATMs
ATMs_2_206.wav,Banks and Financial Institutions,ATMs
ATMs_2_207.wav,Banks and Financial Institutions,ATMs
ATMs_2_208.wav,Banks and Financial Institutions,ATMs
ATMs_2_209.wav,Banks and Financial Institutions,ATMs
ATMs_2_210.wav,Banks and Financial Institutions,ATMs
ATMs_2_211.wav,Banks and Financial Institutions,ATMs
ATMs_2_212.wav,Banks and Financial Institutions,ATMs
ATMs_2_213.wav,Banks and Financial Institutions,ATMs
ATMs_2_214.wav,Banks and Financial Institutions,ATMs
ATMs_2_215.wav,Banks and Financial Institutions,ATMs
ATMs_2_216.wav,Banks and Financial Institutions,ATMs
ATMs_2_217.wav,Banks and Financial Institutions,ATMs
ATMs_2_218.wav,Banks and Financial Institutions,ATMs
ATMs_2_219.wav,Banks and Financial Institutions,ATMs
ATMs_2_220.wav,Banks and Financial Institutions,ATMs
ATMs_2_221.wav,Banks and Financial Institutions,ATMs
ATMs_2_222.wav,Banks and Financial Institutions,ATMs
ATMs_2_223.wav,Banks and Financial Institutions,ATMs
ATMs_2_224.wav,Banks and Financial Institutions,ATMs
ATMs_2_225.wav,Banks and Financial Institutions,ATMs
ATMs_2_226.wav,Banks and Financial Institutions,ATMs
ATMs_2_227.wav,Banks and Financial Institutions,ATMs
ATMs_2_228.wav,Banks and Financial Institutions,ATMs
ATMs_2_229.wav,Banks and Financial Institutions,ATMs
ATMs_2_230.wav,Banks and Financial Institutions,ATMs
ATMs_2_231.wav,Banks and Financial Institutions,ATMs
ATMs_2_232.wav,Banks and Financial Institutions,ATMs
ATMs_2_233.wav,Banks and Financial Institutions,ATMs
ATMs_2_234.wav,Banks and Financial Institutions,ATMs
ATMs_2_235.wav,Banks and Financial Institutions,ATMs
ATMs_2_236.wav,Banks and Financial Institutions,ATMs
ATMs_2_237.wav,Banks and Financial Institutions,ATMs
ATMs_2_238.wav,Banks and Financial Institutions,ATMs
ATMs_2_239.wav,Banks and Financial Institutions,ATMs
ATMs_2_240.wav,Banks and Financial Institutions,ATMs
ATMs_2_241.wav,Banks and Financial Institutions,ATMs
ATMs_2_242.wav,Banks and Financial Institutions,ATMs
ATMs_2_243.wav,Banks and Financial Institutions,ATMs
ATMs_2_244.wav,Banks and Financial Institutions,ATMs
ATMs_2_245.wav,Banks and Financial Institutions,ATMs
ATMs_2_246.wav,Banks and Financial Institutions,ATMs
ATMs_2_247.wav,Banks and Financial Institutions,ATMs
ATMs_2_248.wav,Banks and Financial Institutions,ATMs
ATMs_2_249.wav,Banks and Financial Institutions,ATMs
ATMs_2_250.wav,Banks and Financial Institutions,ATMs
ATMs_2_251.wav,Banks and Financial Institutions,ATMs
ATMs_2_252.wav,Banks and Financial Institutions,ATMs
ATMs_2_253.wav,Banks and Financial Institutions,ATMs
ATMs_2_254.wav,Banks and Financial Institutions,ATMs
ATMs_2_255.wav,Banks and Financial Institutions,ATMs
ATMs_2_256.wav,Banks and Financial Institutions,ATMs
ATMs_2_257.wav,Banks and Financial Institutions,ATMs
ATMs_2_258.wav,Banks and Financial Institutions,ATMs
ATMs_2_259.wav,Banks and Financial Institutions,ATMs
ATMs_2_260.wav,Banks and Financial Institutions,ATMs
ATMs_2_261.wav,Banks and Financial Institutions,ATMs
ATMs_2_262.wav,Banks and Financial Institutions,ATMs
ATMs_2_263.wav,Banks and Financial Institutions,ATMs
ATMs_2_264.wav,Banks and Financial Institutions,ATMs
ATMs_2_265.wav,Banks and Financial Institutions,ATMs
ATMs_2_266.wav,Banks and Financial Institutions,ATMs
ATMs_2_267.wav,Banks and Financial Institutions,ATMs
ATMs_2_268.wav,Banks and Financial Institutions,ATMs
ATMs_2_269.wav,Banks and Financial Institutions,ATMs
ATMs_2_270.wav,Banks and Financial Institutions,ATMs
ATMs_2_271.wav,Banks and Financial Institutions,ATMs
ATMs_2_272.wav,Banks and Financial Institutions,ATMs
ATMs_2_273.wav,Banks and Financial Institutions,ATMs
ATMs_2_274.wav,Banks and Financial Institutions,ATMs
ATMs_2_275.wav,Banks and Financial Institutions,ATMs
ATMs_2_276.wav,Banks and Financial Institutions,ATMs
ATMs_2_277.wav,Banks and Financial Institutions,ATMs
ATMs_2_278.wav,Banks and Financial Institutions,ATMs
ATMs_2_279.wav,Banks and Financial Institutions,ATMs
ATMs_2_280.wav,Banks and Financial Institutions,ATMs
ATMs_2_281.wav,Banks and Financial Institutions,ATMs
ATMs_2_282.wav,Banks and Financial Institutions,ATMs
ATMs_2_283.wav,Banks and Financial Institutions,ATMs
ATMs_2_284.wav,Banks and Financial Institutions,ATMs
ATMs_2_285.wav,Banks and Financial Institutions,ATMs
ATMs_2_286.wav,Banks and Financial Institutions,ATMs
ATMs_2_287.wav,Banks and Financial Institutions,ATMs
ATMs_2_288.wav,Banks and Financial Institutions,ATMs
ATMs_2_289.wav,Banks and Financial Institutions,ATMs
ATMs_2_290.wav,Banks and Financial Institutions,ATMs
ATMs_2_291.wav,Banks and Financial Institutions,ATMs
ATMs_2_292.wav,Banks and Financial Institutions,ATMs
ATMs_2_293.wav,Banks and Financial Institutions,ATMs
ATMs_2_294.wav,Banks and Financial Institutions,ATMs
ATMs_2_295.wav,Banks and Financial Institutions,ATMs
ATMs_2_296.wav,Banks and Financial Institutions,ATMs
ATMs_2_297.wav,Banks and Financial Institutions,ATMs
ATMs_2_298.wav,Banks and Financial Institutions,ATMs
ATMs_2_299.wav,Banks and Financial Institutions,ATMs
ATMs_2_300.wav,Banks and Financial Institutions,ATMs
ATMs_2_301.wav,Banks and Financial Institutions,ATMs
ATMs_2_302.wav,Banks and Financial Institutions,ATMs
ATMs_2_303.wav,Banks and Financial Institutions,ATMs
ATMs_2_304.wav,Banks and Financial Institutions,ATMs
ATMs_2_305.wav,Banks and Financial Institutions,ATMs
ATMs_2_306.wav,Banks and Financial Institutions,ATMs
ATMs_2_307.wav,Banks and Financial Institutions,ATMs
ATMs_2_308.wav,Banks and Financial Institutions,ATMs
ATMs_2_309.wav,Banks and Financial Institutions,ATMs
ATMs_2_310.wav,Banks and Financial Institutions,ATMs
ATMs_2_311.wav,Banks and Financial Institutions,ATMs
ATMs_2_312.wav,Banks and Financial Institutions,ATMs
ATMs_2_313.wav,Banks and Financial Institutions,ATMs
ATMs_2_314.wav,Banks and Financial Institutions,ATMs
ATMs_2_315.wav,Banks and Financial Institutions,ATMs
ATMs_2_316.wav,Banks and Financial Institutions,ATMs
ATMs_2_317.wav,Banks and Financial Institutions,ATMs
ATMs_2_318.wav,Banks and Financial Institutions,ATMs
ATMs_2_319.wav,Banks and Financial Institutions,ATMs
ATMs_2_320.wav,Banks and Financial Institutions,ATMs
ATMs_2_321.wav,Banks and Financial Institutions,ATMs
ATMs_2_322.wav,Banks and Financial Institutions,ATMs
ATMs_2_323.wav,Banks and Financial Institutions,ATMs
ATMs_2_324.wav,Banks and Financial Institutions,ATMs
ATMs_2_325.wav,Banks and Financial Institutions,ATMs
ATMs_2_326.wav,Banks and Financial Institutions,ATMs
ATMs_2_327.wav,Banks and Financial Institutions,ATMs
ATMs_2_328.wav,Banks and Financial Institutions,ATMs
ATMs_2_329.wav,Banks and Financial Institutions,ATMs
ATMs_2_330.wav,Banks and Financial Institutions,ATMs
ATMs_2_331.wav,Banks and Financial Institutions,ATMs
ATMs_2_332.wav,Banks and Financial Institutions,ATMs
ATMs_2_333.wav,Banks and Financial Institutions,ATMs
ATMs_2_334.wav,Banks and Financial Institutions,ATMs
ATMs_2_335.wav,Banks and Financial Institutions,ATMs
ATMs_2_336.wav,Banks and Financial Institutions,ATMs
ATMs_2_337.wav,Banks and Financial Institutions,ATMs
ATMs_2_338.wav,Banks and Financial Institutions,ATMs
ATMs_2_339.wav,Banks and Financial Institutions,ATMs
ATMs_2_340.wav,Banks and Financial Institutions,ATMs
ATMs_2_341.wav,Banks and Financial Institutions,ATMs
ATMs_2_342.wav,Banks and Financial Institutions,ATMs
ATMs_2_343.wav,Banks and Financial Institutions,ATMs
ATMs_2_344.wav,Banks and Financial Institutions,ATMs
ATMs_2_345.wav,Banks and Financial Institutions,ATMs
ATMs_2_346.wav,Banks and Financial Institutions,ATMs
ATMs_2_347.wav,Banks and Financial Institutions,ATMs
ATMs_2_348.wav,Banks and Financial Institutions,ATMs
ATMs_2_349.wav,Banks and Financial Institutions,ATMs
ATMs_2_350.wav,Banks and Financial Institutions,ATMs
ATMs_2_351.wav,Banks and Financial Institutions,ATMs
ATMs_2_352.wav,Banks and Financial Institutions,ATMs
ATMs_2_353.wav,Banks and Financial Institutions,ATMs
ATMs_2_354.wav,Banks and Financial Institutions,ATMs
ATMs_2_355.wav,Banks and Financial Institutions,ATMs
ATMs_2_356.wav,Banks and Financial Institutions,ATMs
ATMs_2_357.wav,Banks and Financial Institutions,ATMs
ATMs_2_358.wav,Banks and Financial Institutions,ATMs
ATMs_2_359.wav,Banks and Financial Institutions,ATMs
ATMs_2_360.wav,Banks and Financial Institutions,ATMs
Banks_1_001.wav,Banks and Financial Institutions,Banks
Banks_1_002.wav,Banks and Financial Institutions,Banks
Banks_1_003.wav,Banks and Financial Institutions,Banks
Banks_1_004.wav,Banks and Financial Institutions,Banks
Banks_1_005.wav,Banks and Financial Institutions,Banks
Banks_1_006.wav,Banks and Financial Institutions,Banks
Banks_1_007.wav,Banks and Financial Institutions,Banks
Banks_1_008.wav,Banks and Financial Institutions,Banks
Banks_1_009.wav,Banks and Financial Institutions,Banks
Banks_1_010.wav,Banks and Financial Institutions,Banks
Banks_1_011.wav,Banks and Financial Institutions,Banks
Banks_1_012.wav,Banks and Financial Institutions,Banks
Banks_1_013.wav,Banks and Financial Institutions,Banks
Banks_1_014.wav,Banks and Financial Institutions,Banks
Banks_1_015.wav,Banks and Financial Institutions,Banks
Banks_1_016.wav,Banks and Financial Institutions,Banks
Banks_1_017.wav,Banks and Financial Institutions,Banks
Banks_1_018.wav,Banks and Financial Institutions,Banks
Banks_1_019.wav,Banks and Financial Institutions,Banks
Banks_1_020.wav,Banks and Financial Institutions,Banks
Banks_1_021.wav,Banks and Financial Institutions,Banks
Banks_1_022.wav,Banks and Financial Institutions,Banks
Banks_1_023.wav,Banks and Financial Institutions,Banks
Banks_1_024.wav,Banks and Financial Institutions,Banks
Banks_1_025.wav,Banks and Financial Institutions,Banks
Banks_1_026.wav,Banks and Financial Institutions,Banks
Banks_1_027.wav,Banks and Financial Institutions,Banks
Banks_1_028.wav,Banks and Financial Institutions,Banks
Banks_1_029.wav,Banks and Financial Institutions,Banks
Banks_1_030.wav,Banks and Financial Institutions,Banks
Banks_1_031.wav,Banks and Financial Institutions,Banks
Banks_1_032.wav,Banks and Financial Institutions,Banks
Banks_1_033.wav,Banks and Financial Institutions,Banks
Banks_1_034.wav,Banks and Financial Institutions,Banks
Banks_1_035.wav,Banks and Financial Institutions,Banks
Banks_1_036.wav,Banks and Financial Institutions,Banks
Banks_1_037.wav,Banks and Financial Institutions,Banks
Banks_1_038.wav,Banks and Financial Institutions,Banks
Banks_1_039.wav,Banks and Financial Institutions,Banks
Banks_1_040.wav,Banks and Financial Institutions,Banks
Banks_1_041.wav,Banks and Financial Institutions,Banks
Banks_1_042.wav,Banks and Financial Institutions,Banks
Banks_1_043.wav,Banks and Financial Institutions,Banks
Banks_1_044.wav,Banks and Financial Institutions,Banks
Banks_1_045.wav,Banks and Financial Institutions,Banks
Banks_1_046.wav,Banks and Financial Institutions,Banks
Banks_1_047.wav,Banks and Financial Institutions,Banks
Banks_1_048.wav,Banks and Financial Institutions,Banks
Banks_1_049.wav,Banks and Financial Institutions,Banks
Banks_1_050.wav,Banks and Financial Institutions,Banks
Banks_1_051.wav,Banks and Financial Institutions,Banks
Banks_1_052.wav,Banks and Financial Institutions,Banks
Banks_1_053.wav,Banks and Financial Institutions,Banks
Banks_1_054.wav,Banks and Financial Institutions,Banks
Banks_1_055.wav,Banks and Financial Institutions,Banks
Banks_1_056.wav,Banks and Financial Institutions,Banks
Banks_1_057.wav,Banks and Financial Institutions,Banks
Banks_1_058.wav,Banks and Financial Institutions,Banks
Banks_1_059.wav,Banks and Financial Institutions,Banks
Banks_1_060.wav,Banks and Financial Institutions,Banks
Banks_1_061.wav,Banks and Financial Institutions,Banks
Banks_1_062.wav,Banks and Financial Institutions,Banks
Banks_1_063.wav,Banks and Financial Institutions,Banks
Banks_1_064.wav,Banks and Financial Institutions,Banks
Banks_1_065.wav,Banks and Financial Institutions,Banks
Banks_1_066.wav,Banks and Financial Institutions,Banks
Banks_1_067.wav,Banks and Financial Institutions,Banks
Banks_1_068.wav,Banks and Financial Institutions,Banks
Banks_1_069.wav,Banks and Financial Institutions,Banks
Banks_1_070.wav,Banks and Financial Institutions,Banks
Banks_1_071.wav,Banks and Financial Institutions,Banks
Banks_1_072.wav,Banks and Financial Institutions,Banks
Banks_1_073.wav,Banks and Financial Institutions,Banks
Banks_1_074.wav,Banks and Financial Institutions,Banks
Banks_1_075.wav,Banks and Financial Institutions,Banks
Banks_1_076.wav,Banks and Financial Institutions,Banks
Banks_1_077.wav,Banks and Financial Institutions,Banks
Banks_1_078.wav,Banks and Financial Institutions,Banks
Banks_1_079.wav,Banks and Financial Institutions,Banks
Banks_1_080.wav,Banks and Financial Institutions,Banks
Banks_1_081.wav,Banks and Financial Institutions,Banks
Banks_1_082.wav,Banks and Financial Institutions,Banks
Banks_1_083.wav,Banks and Financial Institutions,Banks
Banks_1_084.wav,Banks and Financial Institutions,Banks
Banks_1_085.wav,Banks and Financial Institutions,Banks
Banks_1_086.wav,Banks and Financial Institutions,Banks
Banks_1_087.wav,Banks and Financial Institutions,Banks
Banks_1_088.wav,Banks and Financial Institutions,Banks
Banks_1_089.wav,Banks and Financial Institutions,Banks
Banks_1_090.wav,Banks and Financial Institutions,Banks
Banks_1_091.wav,Banks and Financial Institutions,Banks
Banks_1_092.wav,Banks and Financial Institutions,Banks
Banks_1_093.wav,Banks and Financial Institutions,Banks
Banks_1_094.wav,Banks and Financial Institutions,Banks
Banks_1_095.wav,Banks and Financial Institutions,Banks
Banks_1_096.wav,Banks and Financial Institutions,Banks
Banks_1_097.wav,Banks and Financial Institutions,Banks
Banks_1_098.wav,Banks and Financial Institutions,Banks
Banks_1_099.wav,Banks and Financial Institutions,Banks
Banks_1_100.wav,Banks and Financial Institutions,Banks
Banks_1_101.wav,Banks and Financial Institutions,Banks
Banks_1_102.wav,Banks and Financial Institutions,Banks
Banks_1_103.wav,Banks and Financial Institutions,Banks
Banks_1_104.wav,Banks and Financial Institutions,Banks
Banks_1_105.wav,Banks and Financial Institutions,Banks
Banks_1_106.wav,Banks and Financial Institutions,Banks
Banks_1_107.wav,Banks and Financial Institutions,Banks
Banks_1_108.wav,Banks and Financial Institutions,Banks
Banks_1_109.wav,Banks and Financial Institutions,Banks
Banks_1_110.wav,Banks and Financial Institutions,Banks
Banks_1_111.wav,Banks and Financial Institutions,Banks
Banks_1_112.wav,Banks and Financial Institutions,Banks
Banks_1_113.wav,Banks and Financial Institutions,Banks
Banks_1_114.wav,Banks and Financial Institutions,Banks
Banks_1_115.wav,Banks and Financial Institutions,Banks
Banks_1_116.wav,Banks and Financial Institutions,Banks
Banks_1_117.wav,Banks and Financial Institutions,Banks
Banks_1_118.wav,Banks and Financial Institutions,Banks
Banks_1_119.wav,Banks and Financial Institutions,Banks
Banks_1_120.wav,Banks and Financial Institutions,Banks
Banks_1_121.wav,Banks and Financial Institutions,Banks
Banks_1_122.wav,Banks and Financial Institutions,Banks
Banks_1_123.wav,Banks and Financial Institutions,Banks
Banks_1_124.wav,Banks and Financial Institutions,Banks
Banks_1_125.wav,Banks and Financial Institutions,Banks
Banks_1_126.wav,Banks and Financial Institutions,Banks
Banks_1_127.wav,Banks and Financial Institutions,Banks
